hook,archetype,tier,om,om_pct,views,likes,comments,shares,words,word_band,lang,main_category,subcategory,year,username,permalink
When you find your bestfriend on taimi,pov_realism,high,46.37388038,0.8422,160500,1069,5,2,7,6-10,en,Social Networking,Dating Apps,2022,taimiapp,https://www.tiktok.com/@taimiapp/video/7122646305863716101
POV you fall in love walking around Prague,pov_realism,high,45.49565217,0.8407,65400,1817,4,20,8,6-10,en,Travel,Accommodation Booking,2024,onefamhostels,https://www.tiktok.com/@onefamhostels/video/7368472276146130182
POV: You're in a situationship you're not in love with me are you?,pov_realism,high,45.25997077,0.84,433500,27200,63,3095,13,11-26,en,Lifestyle,Mindfulness & Self-Care,2023,girlsgetoff_hq,https://www.tiktok.com/@girlsgetoff_hq/video/7221788122386926849
POV: it’s Friday night and the girls are stuck in bar purgatory,pov_realism,high,44.03244496,0.8379,3800000,59300,231,150,12,11-26,en,Social Networking,Dating Apps,2024,okcupid,https://www.tiktok.com/@okcupid/video/7341540517110353198
"POV: You’re staying in a treehouse hostel in the jungle of Nicaragua, and it hosts a rave every Friday night",pov_realism,high,43.75366569,0.837,298400,24100,107,1123,20,11-26,en,Travel,Adventure Travel,2024,hostelworld,https://www.tiktok.com/@hostelworld/video/7327022027582328096
When you forgot about an assignment due at midnight and it’s 11:59pm,pov_realism,high,43.65333333,0.8368,982200,44100,402,1170,12,11-26,en,Education,Study Aids & Flashcards,2023,quizlet,https://www.tiktok.com/@quizlet/video/7257217869807717675
pov: you stay at a social hostel and this is what your nights looks like..,pov_realism,high,42.92173913,0.8348,61700,2839,35,95,15,11-26,en,Travel,Accommodation Booking,2024,onefamhostels,https://www.tiktok.com/@onefamhostels/video/7345816960980110598
When your extravert s/o leaves you alone with their friends,pov_realism,high,42.70442069,0.8343,147800,355,3,2,10,6-10,en,Social Networking,Dating Apps,2022,taimiapp,https://www.tiktok.com/@taimiapp/video/7129669431025831174
POV: You realise you can now rent Olivia Dean's wardrobe,pov_realism,high,42.07625172,0.8324,91600,3856,17,103,10,6-10,en,Shopping,E-commerce Marketplaces,2024,byrotation,https://www.tiktok.com/@byrotation/photo/7385602028430527776
When your bestie gets drunk and gets very talkative around your secret crush,pov_realism,high,41.92429934,0.8321,145100,404,2,7,13,11-26,en,Social Networking,Dating Apps,2022,taimiapp,https://www.tiktok.com/@taimiapp/video/7160724129694436613
When your friends confront you about your Huel intake,pov_realism,high,41.88743904,0.832,158900,7551,192,20,9,6-10,en,Food & Drink,Food Delivery,2023,huel,https://www.tiktok.com/@huel/video/7241484282345147675
Me: “I’ll probably finish this book this evening” Bookly:,pov_realism,high,41.84195566,0.8319,36800,83,0,0,9,6-10,en,Books,Reading Trackers,2023,booklyapp,https://www.tiktok.com/@booklyapp/video/7306219257497390368
POV: You invite the social media manager to the Paris office,pov_realism,high,41.80921053,0.8318,127100,1649,11,25,11,11-26,en,Social Networking,Friend Finders,2023,yubo_app,https://www.tiktok.com/@yubo_app/video/7197811036395801899
when you ignore my notifications,pov_realism,high,41.375,0.8306,66200000,6700000,187300,157300,5,3-5,en,Education,Language Learning,2024,duolingo,https://www.tiktok.com/@duolingo/video/7322213798037687598
"POV: It's only week 2 of 2025, and your fashion wishlist is already serving ✨unhinged✨ energy.",pov_realism,high,41.301059,0.8305,27300,3611,13,1,16,11-26,en,Shopping,E-commerce Marketplaces,2025,fashwire,https://www.tiktok.com/@fashwire/video/7456883700916145454
POV: your parents *finally* got a kid married off,pov_realism,high,41.22042341,0.8302,66200,1152,0,9,9,6-10,en,Lifestyle,Event Planning,2024,theknot,https://www.tiktok.com/@theknot/video/7410230955362880811
Me: it’s okay to make mistakes nobody’s perfect especially in the beginning! Also me every time I make a mistake:,pov_realism,high,40.19396552,0.8282,37300,2620,21,662,20,11-26,en,Education,Language Learning,2024,tandemapphq,https://www.tiktok.com/@tandemapphq/video/7342526454262926624
POV: Your bro just traded for a Kanye and Dr Dre song and only gave up a Don Toliver song 🔥,pov_realism,high,39.90969086,0.827,114900,3580,29,37,21,11-26,en,Music,Concert Finder,2024,bestofsoundmap,https://www.tiktok.com/@bestofsoundmap/photo/7406036744849607966
POV: You’re a silly little bag getting made,pov_realism,high,39.75220772,0.8263,150800,8835,58,33,8,6-10,en,Food & Drink,Food Delivery,2023,huel,https://www.tiktok.com/@huel/video/7239981434327272730
When you want to get back into reading,pov_realism,high,39.68163729,0.8262,34900,529,3,1,8,6-10,en,Books,Reading Trackers,2023,booklyapp,https://www.tiktok.com/@booklyapp/video/7308393639112150304
when your handwriting is ✨not cute✨ so convert all of your handwriting to text...,pov_realism,high,39.20994879,0.825,321600,10300,57,234,14,11-26,en,Productivity,Note-Taking,2023,notabilityapp,https://www.tiktok.com/@notabilityapp/video/7193413776425749803
POV: Your first time scanning your email to see where it's been leaked,pov_realism,high,38.83310122,0.8237,264900,1682,47,8,13,11-26,en,Utilities,Network Tools,2024,surfshark,https://www.tiktok.com/@surfshark/video/7325791769768086817
POV: a week after downloading Peeps you now have new friends for life 😳🙌✨,pov_realism,high,38.18234611,0.8217,131500,712,21,2,14,11-26,en,Social Networking,Friend Finders,2024,peepsapp,https://www.tiktok.com/@peepsapp/video/7387799565073763626
POV: You booked your vacation through Super.com 2024 vacation vibes 🌟🙌,pov_realism,high,37.17011129,0.8189,233800,704,25,14,11,11-26,en,Finance,Budgeting & Expense Tracking,2024,super,https://www.tiktok.com/@super/video/7329936400961326378
POV: When you finally start using Bookly,pov_realism,high,37.06651507,0.8189,32600,68,1,0,7,6-10,en,Books,Reading Trackers,2024,booklyapp,https://www.tiktok.com/@booklyapp/video/7444251867506429206
POV: I'm showing you the most important pop culture moment to come out of 2023,pov_realism,high,36.66666667,0.8178,1100000,165100,594,7433,15,11-26,en,Social Networking,Friend Finders,2023,grindr,https://www.tiktok.com/@grindr/video/7202748901487545643
POV: the social team after being told to “be more like Duolingo.”,pov_realism,high,36.61764706,0.8176,323700,44000,241,329,12,11-26,en,Business,Task & Project Management,2022,later.com,https://www.tiktok.com/@later.com/video/7125541944750591238
POV: you're world of T-shirts clearing your NYC map on Superlocal,pov_realism,high,36.58096527,0.8173,81100,481,29,14,11,11-26,en,Navigation,GPS & Maps,2024,superlocalapp,https://www.tiktok.com/@superlocalapp/video/7416381780560792875
POV: you look at the ingredients of a common childrens drink,pov_realism,high,36.34311512,0.8166,16100,2379,25,12,11,11-26,en,Health & Fitness,Diet & Nutrition,2024,trashpanda_app,https://www.tiktok.com/@trashpanda_app/video/7364109815213198634
Me when people ask me how to romanticize studying,pov_realism,high,36.22674934,0.8162,40900,7036,2,29,9,6-10,en,Education,AI Study Tools,2023,textero.ai0,https://www.tiktok.com/@textero.ai0/photo/7296103295947508998
POV: you are not supposed to know the power rule yet,pov_realism,high,36.17571059,0.816,2800000,21100,233,1026,11,11-26,en,Education,Study Aids & Flashcards,2024,chegg,https://www.tiktok.com/@chegg/video/7426230414164970782
When the social media girly is asked for a report,pov_realism,high,35.90909091,0.8155,15800,130,4,4,10,6-10,en,Shopping,Cashback Platforms,2023,airtimerewards,https://www.tiktok.com/@airtimerewards/video/7262633428846120225
POV: your parents move out of your childhood home 😢,pov_realism,high,35.74660633,0.8147,23700,704,4,6,10,6-10,en,Photo & Video,Photo Printing,2024,freeprints_uk,https://www.tiktok.com/@freeprints_uk/video/7362475400108428576
Pov: how to motivate yourself!,pov_realism,high,34.71111111,0.812,781000,6483,40,344,5,3-5,en,Education,Study Aids & Flashcards,2024,quizlet,https://www.tiktok.com/@quizlet/video/7419110536756907310
POV: Wish him the best,pov_realism,high,34.41084463,0.811,3300000,19300,81,1817,5,3-5,en,Social Networking,Friend Finders,2024,meetblk,https://www.tiktok.com/@meetblk/video/7400820925890956575
pov: they think you are calorieless,pov_realism,high,34.30321593,0.8108,22400,1884,7,884,6,6-10,en,Health & Fitness,Diet & Nutrition,2024,calorie.scanner,https://www.tiktok.com/@calorie.scanner/video/7434503491319581969
When your friend already invests but hasn’t set up an IRA yet Investing is risky. Securities offered through Robinhood LLC.,pov_realism,high,33.92213115,0.81,827700,28500,77,79,20,11-26,en,Finance,Stock Market Analysis,2023,robinhoodapp,https://www.tiktok.com/@robinhoodapp/video/7218361891423259946
POV: you preserve bouquets 🌸🌹🌼 PRESERVED BOUQUETS,pov_realism,high,33.66137779,0.8089,83800,4608,57,361,7,6-10,ko,Photo & Video,Slideshow Creators,2024,chatbooks,https://www.tiktok.com/@chatbooks/video/7390408269103254827
POV : Tu te réveilles dans un hôtel à Bali au même prix qu'un jean Zara,pov_realism,high,33.5208099,0.8084,29800,1155,1,239,16,11-26,fr,Travel,Itinerary Planning,2024,dna.app,https://www.tiktok.com/@dna.app/video/7408605015394340128
POV: 🤔I need a new wallpaper Me:,pov_realism,high,33.21767291,0.8076,71800,649,5,84,7,6-10,en,Photo & Video,Photo Editing,2024,hypic_global,https://www.tiktok.com/@hypic_global/video/7349761247924981035
POV: Your AncestryDNA results have arrived and you’re in the best mood,pov_realism,high,32.74875208,0.8059,984100,3011,102,103,12,11-26,en,Entertainment,Celebrity News & Gossip,2024,ancestry,https://www.tiktok.com/@ancestry/video/7382623652774268202
When I get a notification and see it's a new Taimi match,pov_realism,high,32.56284311,0.8052,112700,236,4,3,12,11-26,en,Social Networking,Dating Apps,2022,taimiapp,https://www.tiktok.com/@taimiapp/video/7098165662102736133
"POV: you go on the world’s biggest bar crawl for st pattys day 6,000+ participants 📍 Iowa City, IA",pov_realism,high,32.52934899,0.8051,76200,4778,17,582,19,11-26,en,Entertainment,Fan Communities,2023,lineleap,https://www.tiktok.com/@lineleap/video/7211239838245457198
Pov: on a mixé Tinder et Vinted et on en a fait une appli ...,pov_realism,high,32.49975862,0.8047,168300,5596,123,650,15,11-26,fr,Education,Exam Preparation,2023,retroc_,https://www.tiktok.com/@retroc_/photo/7242666512731983130
POV: you look over and see your friends having a dance off with a 3-year-old,pov_realism,high,32.40774571,0.8041,88700,4539,31,49,15,11-26,en,Social Networking,Video Communities,2023,nextdoor,https://www.tiktok.com/@nextdoor/video/7267321797270342955
POV: Your assignment When your assignment doesn't make sense,pov_realism,high,32.35251902,0.8038,225400,7064,74,96,9,6-10,en,Education,AI Study Tools,2023,picsolve,https://www.tiktok.com/@picsolve/video/7194885539219164459
POV you haven't missed a single BeReal,pov_realism,high,32.10272873,0.8025,6000000,65200,423,382,7,6-10,en,Social Networking,Video Communities,2024,bereal,https://www.tiktok.com/@bereal/video/7348535933018426657
POV: you play the Superlocal map game to see the percent of the world you’ve explored,pov_realism,high,32.07036536,0.8024,71100,226,19,0,16,11-26,en,Navigation,GPS & Maps,2023,superlocalapp,https://www.tiktok.com/@superlocalapp/video/7306922043071614251
POV: me when it's pride month,pov_realism,strong,31.52268131,0.7999,109100,317,48,1,6,6-10,en,Social Networking,Dating Apps,2022,taimiapp,https://www.tiktok.com/@taimiapp/video/7109475003720027397
POV: You rented your graduation dress instead,pov_realism,strong,30.59255857,0.7963,66600,1757,12,50,7,6-10,en,Shopping,E-commerce Marketplaces,2024,byrotation,https://www.tiktok.com/@byrotation/photo/7372252823859285280
POV: teachers when students use their phone in class,pov_realism,strong,30.05339436,0.794,98500,4937,0,0,9,6-10,en,Productivity,Document Management,2023,camscanner.app,https://www.tiktok.com/@camscanner.app/video/7213998448482487598
POV: Discovering crypto,pov_realism,strong,29.91803279,0.7933,730000,42600,54,57,3,3-5,en,Finance,Stock Market Analysis,2022,robinhoodapp,https://www.tiktok.com/@robinhoodapp/video/7151805836094999851
Pov: Showing off my reading stats for 2024,pov_realism,strong,29.90335418,0.7933,26300,64,0,0,8,6-10,en,Books,Reading Trackers,2024,booklyapp,https://www.tiktok.com/@booklyapp/video/7443472166634523926
POV you find more cute live wallpapers 🦋✨❤️,pov_realism,strong,29.86852619,0.7932,205600,2163,14,104,8,6-10,la,Photo & Video,Photo Editing,2024,epikapp,https://www.tiktok.com/@epikapp/video/7428874319935130896
POV: You try Huel's chocolate fudge brownie protein,pov_realism,strong,29.78779491,0.793,113000,7473,36,21,8,6-10,af,Food & Drink,Food Delivery,2023,huel,https://www.tiktok.com/@huel/video/7237128233177648411
When he said that he’s coming with five guys and came with burgers and fries,pov_realism,strong,29.76018492,0.7928,103000,2107,99,48,15,11-26,en,Social Networking,Dating Apps,2024,taimiapp,https://www.tiktok.com/@taimiapp/video/7334776012133223686
When my work bestie asks where I’m ✨actually✨ going after I block my calendar for A dentist appointment,pov_realism,strong,29.37299123,0.7909,269600,21300,62,6919,18,11-26,en,Entertainment,Comedy Platforms,2023,biteable,https://www.tiktok.com/@biteable/video/7218244136992820485
When I open the Fizz app and realize that the $93 I blew at Buffalo Wild Wings while blasted actually raised my credit score.,pov_realism,strong,29.17355372,0.7902,35300,634,0,0,24,11-26,en,Finance,Financial Literacy Tools,2022,joinfizz,https://www.tiktok.com/@joinfizz/video/7101839261095267630
Me when I accidentally forgot my pizza in the oven 😭,pov_realism,strong,28.82882883,0.7888,70400,382,7,14,11,11-26,en,Food & Drink,Calorie Counters,2024,yazioapp,https://www.tiktok.com/@yazioapp/video/7380338051584658721
"When you’re a statue, haven’t moved in 100 years, but still get baby reindeer-ed sent from my iPhoen",pov_realism,strong,28.80598109,0.7887,196500,588,15,13,18,11-26,en,Utilities,Network Tools,2024,surfshark,https://www.tiktok.com/@surfshark/video/7381403049434058017
POV: you went on vacation and your followers tired of your stories,pov_realism,strong,28.73345936,0.7886,15200,40,0,4,12,11-26,en,Photo & Video,Collage Makers,2023,collageableapp,https://www.tiktok.com/@collageableapp/video/7187074266897108230
POV: you're writing captions for a brand account,pov_realism,strong,28.61788618,0.7882,26400,1627,29,98,8,6-10,en,Business,Task & Project Management,2024,plotworkspace,https://www.tiktok.com/@plotworkspace/video/7340482505415331114
POV: the voices in your head while using ChatGPT now that you discovered the best essay writer website,pov_realism,strong,28.57142857,0.7879,22000,134,4,7,18,11-26,en,Education,AI Study Tools,2024,caktus.ai,https://www.tiktok.com/@caktus.ai/video/7431682812429815071
POV I don’t pay attention in class anymore because of this😊,pov_realism,strong,28.464,0.7873,355800,12400,12,3,11,11-26,en,Education,AI Study Tools,2024,quizmate.io,https://www.tiktok.com/@quizmate.io/video/7410460313524407582
POV: Your girlfriend just missed the BeReal notification 😳,pov_realism,strong,28.35741038,0.7866,5300000,393800,1474,4356,9,6-10,en,Social Networking,Video Communities,2024,bereal,https://www.tiktok.com/@bereal/video/7337322814871063840
When I say I live in Lisbon,pov_realism,strong,28.3492823,0.7865,592500,310,2,8,7,6-10,en,Lifestyle,Motivation,2024,spotahome,https://www.tiktok.com/@spotahome/video/7436709600805571872
when you include the ceiling,pov_realism,strong,28.07881773,0.7855,74100,239,14,16,5,3-5,en,Lifestyle,Home Decor & DIY,2024,wayfair,https://www.tiktok.com/@wayfair/video/7377064497351052586
