hook,archetype,tier,om,om_pct,views,likes,comments,shares,words,word_band,lang,main_category,subcategory,year,username,permalink
"Ethiopian Amharic text: ""የውልች አይ ለማውጣት የውልች ፣አንድ ይህ ይህልልል?"" A) እንደ ምውጣት B) እንደ ከፈት C) ተለይ የውልች",other,strong,10.16513761,0.6242,27700,698,246,6,19,11-26,am,Games,Puzzles & Brain Teasers,2024,familygameapp,https://www.tiktok.com/@familygameapp/video/7377782162772217093
Tilly Demaine London I am Tilly https://www.instagram.com/tillydemaine/,other,strong,10.16433354,0.624,16700,478,4,16,7,6-10,en,Lifestyle,Dating Apps,2022,step.your.world,https://www.tiktok.com/@step.your.world/video/7119544425021279494
THIS IS $0!,other,strong,10.15989848,0.6239,400300,2306,13,38,3,3-5,en,Shopping,E-commerce Marketplaces,2024,hismile,https://www.tiktok.com/@hismile/video/7416576130158726418
Updated Travel Test Requirements ✈️💉 as of May 2022,other,strong,10.1564174,0.6238,94800,6382,122,413,9,6-10,en,Travel,Adventure Travel,2022,klook.my,https://www.tiktok.com/@klook.my/video/7098563936282316059
and...I'm all done 🎉,other,strong,10.1391129,0.6237,502900,2385,63,42,4,3-5,en,Lifestyle,Home Decor & DIY,2023,color.widgets,https://www.tiktok.com/@color.widgets/video/7308523309501582597
WEDNESDAY 04/10/2024 LET'S PRAY FOR THIS WEDNESDAY.,other,strong,10.13664596,0.6237,163200,15700,2773,4671,7,6-10,en,Lifestyle,Mindfulness & Self-Care,2024,prayersapp,https://www.tiktok.com/@prayersapp/video/7356062071898918186
Here’s how I’m staying sane 😝 while renting & saving up to buy my first home 💰🔑,other,strong,10.12257809,0.6235,12800,112,0,5,17,11-26,en,Finance,Financial Literacy Tools,2023,tembomoney,https://www.tiktok.com/@tembomoney/photo/7263488605375515937
Creative GIFT IDEAS for new or expecting moms,other,strong,10.12251456,0.6234,25200,263,1,6,8,6-10,en,Photo & Video,Slideshow Creators,2021,chatbooks,https://www.tiktok.com/@chatbooks/video/7014146338375912710
hier in Lissabon.,other,strong,10.11483254,0.6234,211400,235,4,11,3,3-5,en,Lifestyle,Motivation,2024,spotahome,https://www.tiktok.com/@spotahome/video/7358035700572376353
Won’t Need Calculator with this Math Trick,other,strong,10.10362694,0.6232,11700,106,0,5,7,6-10,en,Education,AI Study Tools,2023,coursehero,https://www.tiktok.com/@coursehero/video/7242732364156259630
Live each day like it could be your last. Drink it in.,other,strong,10.09807483,0.6231,13900,446,1,12,12,11-26,en,Social Networking,Photo Sharing,2023,inspirethecosmos,https://www.tiktok.com/@inspirethecosmos/photo/7259968128732417322
Greek yogurt and some shredded cheese,other,strong,10.09379187,0.623,22600,1693,19,167,6,6-10,en,Shopping,Pet Shopping,2024,petsmart,https://www.tiktok.com/@petsmart/video/7389797273762401578
PrayersApp.com I'm grateful for my family and friends who bring joy and purpose to my life.,other,strong,10.0931677,0.623,162500,12000,1293,2561,16,11-26,en,Lifestyle,Mindfulness & Self-Care,2023,prayersapp,https://www.tiktok.com/@prayersapp/video/7263302683816103211
Update on using the viral ShutEye app,other,strong,10.09116809,0.6229,177100,941,47,132,7,6-10,en,Health & Fitness,Sleep Analysis,2023,shuteye.ai,https://www.tiktok.com/@shuteye.ai/video/7231443864370892034
Now 2.99$ for 3 month Use code EVOLVE3,other,strong,10.08855586,0.6229,7405,321,0,0,8,6-10,en,Productivity,Note-Taking,2024,evolvecalendar.app,https://www.tiktok.com/@evolvecalendar.app/photo/7401604600240803104
I wish I knew this AI website ages ago,other,strong,10.08445946,0.6228,298500,6199,78,317,9,6-10,en,Photo & Video,Video Editing,2022,synthesia.ai,https://www.tiktok.com/@synthesia.ai/video/7142903711264673029
Therapy isn’t enough. I need to improve the credit score of every person in America.,other,strong,10.08264463,0.6227,12200,830,16,2,15,11-26,en,Finance,Financial Literacy Tools,2022,joinfizz,https://www.tiktok.com/@joinfizz/video/7118539768983670062
Those look like veneers,other,strong,10.0786802,0.6227,397100,1656,13,50,4,3-5,et,Shopping,E-commerce Marketplaces,2024,hismile,https://www.tiktok.com/@hismile/video/7419434312421903634
I'm wondering if my wife camed home safe last night..,other,strong,10.0677881,0.6226,40100,298,3,99,10,6-10,en,Shopping,E-commerce Marketplaces,2024,togetherkeys1,https://www.tiktok.com/@togetherkeys1/video/7413040956729003294
Training for fun,other,strong,10.05932422,0.6224,3900000,628500,1519,16900,3,3-5,en,Health & Fitness,Fitness Challenges,2023,gymshark,https://www.tiktok.com/@gymshark/photo/7242748308094061851
ADHD people creating a new routine and feeling overly confident that they'll stick to it this time,other,strong,10.04982206,0.6222,141200,5704,26,1974,17,11-26,en,Health & Fitness,Chronic Condition Management,2025,inflow,https://www.tiktok.com/@inflow/video/7457962437782834465
not the sparknotes version😭😭,other,strong,10.04632762,0.6222,96500,6396,38,40,4,3-5,en,Education,AI Study Tools,2023,notedlyai,https://www.tiktok.com/@notedlyai/video/7302502004780354862
"This is not a real experiment, this is a dramatisation showcasing colour theory",other,strong,10.04568528,0.6221,395800,1234,30,53,13,11-26,en,Shopping,E-commerce Marketplaces,2025,hismile,https://www.tiktok.com/@hismile/video/7460379304560463111
Fall asleep in under 2 min 😴,other,strong,10.04064069,0.622,2100000,58800,403,16600,7,6-10,en,Education,Study Aids & Flashcards,2022,kadama,https://www.tiktok.com/@kadama/video/7057713417922153774
Please don't tell APPLE about this hack 😳,other,strong,10.04064069,0.622,2100000,127000,292,942,8,6-10,en,Education,Study Aids & Flashcards,2022,kadama,https://www.tiktok.com/@kadama/video/7080987257741561130
Cocktail B-Roll with Bartender Edited on Filmr by InVideo,other,strong,10.03221353,0.6219,10900,259,1,48,9,6-10,en,Photo & Video,Video Editing,2022,invideoio,https://www.tiktok.com/@invideoio/video/7085783557527833861
Caught my brother using AI for a job interview 🤣,other,strong,10.02798507,0.6218,21500,227,9,74,10,6-10,en,Business,HR & Payroll,2024,finalroundai.com,https://www.tiktok.com/@finalroundai.com/video/7377908092261911839
"Bro secured the bag so hard, now he's got a living room pool 💰",other,strong,10.0244898,0.6217,2456,183,0,1,14,11-26,en,Shopping,E-commerce Marketplaces,2024,chatiqai,https://www.tiktok.com/@chatiqai/photo/7423795475310005536
Sigma...we gyat to yap,other,strong,10.02428792,0.6217,22700,956,50,634,4,3-5,en,Entertainment,Comedy Platforms,2024,textjungle,https://www.tiktok.com/@textjungle/video/7383422861404376352
Lungs Expansion this simple exercise Lungs Expansion,other,strong,10.02285714,0.6216,175400,6283,384,514,7,6-10,en,Health & Fitness,Meditation & Mindfulness,2021,breathenow.app,https://www.tiktok.com/@breathenow.app/video/6991457287831325958
Raspberries for baby @BlwMealsApp,other,strong,10.0043956,0.6215,9104,44,0,3,4,3-5,en,,,2023,blwmealsapp,https://www.tiktok.com/@blwmealsapp/video/7283975529387167022
my new fav productivity app,other,strong,10.00379267,0.6214,7913,67,2,2,5,3-5,en,Productivity,Mind Mapping,2025,taskade,https://www.tiktok.com/@taskade/video/7455198425194253598
My 2024 I LOVE FINCH. 📅 311 self-care days ⛳️ 2599 goals completed 😊 78 wellness exercises ☀️ 222 highest streak Finch,other,strong,10.0,0.6214,148000,459,54,14,22,11-26,la,Health & Fitness,Meditation & Mindfulness,2024,finchcare,https://www.tiktok.com/@finchcare/video/7452735707061161259
Me trying to distract him from the fact that I copied his celebrity crush's makeup routine,other,strong,9.997782705,0.6213,4509,72,26,1,16,11-26,en,Lifestyle,Beauty & Skincare,2024,makeupfindsbylillian,https://www.tiktok.com/@makeupfindsbylillian/video/7375685428290080046
Using AI to take my senior photos,other,strong,9.994915377,0.6213,68800,530,2,5,7,6-10,en,Photo & Video,Photo Editing,2023,epikapp,https://www.tiktok.com/@epikapp/video/7291859893751926017
There is no Such Thing as A Coincidence,other,strong,9.992141013,0.6212,8900000,1500000,30400,65600,8,6-10,en,Lifestyle,Mindfulness & Self-Care,2021,grandrisingapp,https://www.tiktok.com/@grandrisingapp/video/6978544102371527941
AI hacking the interview,other,strong,9.981343284,0.6211,21400,169,5,35,4,3-5,en,Business,HR & Payroll,2023,finalroundai.com,https://www.tiktok.com/@finalroundai.com/video/7286238997674822954
I'M DATING SOMEBODY WITH AN ANDROID PHONE.,other,strong,9.972222222,0.621,107700,4145,215,232,7,6-10,en,Social Networking,Friend Finders,2022,tinder,https://www.tiktok.com/@tinder/video/7151112434919509290
"Not taking your lunch does not make you tough,",other,strong,9.969381506,0.6209,81400,6021,33,195,9,6-10,en,Health & Fitness,Meditation & Mindfulness,2023,headspace,https://www.tiktok.com/@headspace/video/7239807609417616682
Working from home for 2 Working from home,other,strong,9.968949175,0.6208,91500,2209,55,61,8,6-10,en,Entertainment,Comedy Platforms,2022,biteable,https://www.tiktok.com/@biteable/video/7099531559312706821
TFL takes so much of my money,other,strong,9.964412811,0.6207,12600,335,7,5,7,6-10,en,Finance,Financial Literacy Tools,2024,tembomoney,https://www.tiktok.com/@tembomoney/video/7342539827776113953
Built an app that lets anyone be famous,other,strong,9.963099631,0.6206,16200,95,4,3,8,6-10,en,Games,Sports Games,2023,joshrozin,https://www.tiktok.com/@joshrozin/video/7216795324042513670
"We’re a dating app that hires out venues exclusively for single people, every Thursday.",other,strong,9.959432049,0.6204,49100,2103,114,332,14,11-26,en,Social Networking,Event-Based Networks,2022,thursdaydating,https://www.tiktok.com/@thursdaydating/video/7067603609382423813
Simple way to give pain relief,other,strong,9.958847737,0.6204,121000,4082,87,785,6,6-10,en,Health & Fitness,Sleep Analysis,2020,babysleepmagic,https://www.tiktok.com/@babysleepmagic/video/6829160016860269829
HARD-TO-KILL houseplants >>> Part 5,other,strong,9.952925353,0.6203,14800,553,9,18,5,3-5,en,Reference,Scientific Resources,2024,plantum_app,https://www.tiktok.com/@plantum_app/photo/7346261051471596806
"The A in my name is like in hAppy, not hAndy, and most Americans don't even hear the difference (I'm American, I don't get it)",other,strong,9.949670925,0.6202,25700,900,91,30,25,11-26,en,Education,Language Learning,2023,boldvoiceapp,https://www.tiktok.com/@boldvoiceapp/video/7223874817508887851
"The text in the image is: ""የዕለቱ ጥቁር ማህበረሰብ ፈለግ በየትኛ ጽናት?"" a) በጎንበ b) በዕለቱ c) በአንዳ",other,strong,9.944954128,0.62,27100,623,90,9,18,11-26,am,Games,Puzzles & Brain Teasers,2024,familygameapp,https://www.tiktok.com/@familygameapp/video/7369258447637843206
Powerful websites you should know (part 9),other,strong,9.942965779,0.62,5230,123,4,39,7,6-10,en,Photo & Video,Video Editing,2024,zebracat.ai,https://www.tiktok.com/@zebracat.ai/video/7419206493943123233
TikTok @vio.araujo,other,strong,9.93620723,0.6199,51400,1047,1431,14,2,0-2,lt,Health & Fitness,Step Counters,2022,sweatcoin,https://www.tiktok.com/@sweatcoin/video/7102484214108409089
"Finding Your Roots with Tina Fey Part 2 Wow. - I mean, he's a big deal.",other,strong,9.93344426,0.6197,298500,13000,41,57,16,11-26,en,Entertainment,Celebrity News & Gossip,2022,ancestry,https://www.tiktok.com/@ancestry/video/7135094943281892651
Conversation practice Opening a bank account!,other,strong,9.924528302,0.6196,157800,9251,51,252,6,6-10,en,Education,Language Learning,2024,fluentjoy_english,https://www.tiktok.com/@fluentjoy_english/video/7408397086732946696
Social Media Managers Post this ASAP.,other,strong,9.875565611,0.619,87300,3605,47,851,6,6-10,en,Business,Task & Project Management,2023,later.com,https://www.tiktok.com/@later.com/video/7262404376357096736
Also I'd like a purple zucchini,other,strong,9.874213836,0.619,157000,2261,10,56,6,6-10,de,Education,Language Learning,2025,fluentjoy_english,https://www.tiktok.com/@fluentjoy_english/video/7452617684279201032
Día 31,other,strong,9.867175573,0.6189,6463,262,0,2,2,0-2,es,Health & Fitness,Workout Trackers,2024,fitfocus.app,https://www.tiktok.com/@fitfocus.app/video/7420212823227223302
Only Koreans will understand😂,other,strong,9.864130435,0.6189,181500,13500,264,37,4,3-5,en,Education,Language Learning,2022,teuidaapp,https://www.tiktok.com/@teuidaapp/video/7104224072451558657
Words you need to know in 2022,other,strong,9.854368932,0.6187,101500,2435,50,25,7,6-10,en,Education,Language Learning,2022,wotdapp,https://www.tiktok.com/@wotdapp/video/7049752348196900101
Trending Sound 🌟 we fell in love in october by girl in red,other,strong,9.852272727,0.6186,260100,2238,24,133,13,11-26,en,Music,Audio Editing,2023,discoverly.ai,https://www.tiktok.com/@discoverly.ai/video/7285000425672101163
AI Tools To Make $$$ Sell E-Books Designrr.io Top AI Tools To Make $$$ Sell Shorts Vidyo.ai Sell Art Stockimg.ai,other,strong,9.850275808,0.6186,12500,291,4,68,20,11-26,en,Productivity,None of the above,2023,critiqs.ai,https://www.tiktok.com/@critiqs.ai/video/7275385005289819424
The Bible says in Isaiah 40 verse 31,other,strong,9.849521204,0.6184,7200,1246,5,12,8,6-10,en,Health & Fitness,Fitness Challenges,2023,holstrengthtrainingclub,https://www.tiktok.com/@holstrengthtrainingclub/video/7294297897040989486
If your period starts around Jan 30-Feb 1st You'll Ovulate Around February 14th Just A Friendly Reminder,other,strong,9.823741007,0.6182,8193,217,3,53,17,11-26,en,Health & Fitness,Menstrual Cycle Trackers,2023,aavia.io,https://www.tiktok.com/@aavia.io/video/7197264805210705198
piano: the world's easiest instrument,other,strong,9.821621622,0.6182,9085,1347,22,12,5,3-5,en,Music,Music Learning Tools,2024,tonicmusicapp,https://www.tiktok.com/@tonicmusicapp/video/7320075585391299872
The only clown I want to see on April 1st,other,strong,9.819230769,0.6181,5106,66,0,2,10,6-10,en,Health & Fitness,Diet & Nutrition,2024,simpleappofficial,https://www.tiktok.com/@simpleappofficial/video/7352847944267074849
It's just a silly little app..,other,strong,9.813422819,0.618,7311,90,7,1,6,6-10,en,Health & Fitness,Menstrual Cycle Trackers,2024,folliculargirly,https://www.tiktok.com/@folliculargirly/photo/7384542521902288171
"the person who,",other,strong,9.8125,0.6179,15700000,2200000,77500,188700,3,3-5,en,Education,Language Learning,2024,duolingo,https://www.tiktok.com/@duolingo/photo/7337757262573735210
this is next level studyhacks 😂,other,strong,9.80994152,0.6179,3355,133,1,20,6,6-10,en,Education,AI Study Tools,2024,jotbotofficial,https://www.tiktok.com/@jotbotofficial/video/7396096624629484831
*Imagines us decorating our first house for Christmas*,other,strong,9.806247529,0.6178,12400,539,0,21,8,6-10,fr,Finance,Financial Literacy Tools,2022,tembomoney,https://www.tiktok.com/@tembomoney/video/7171181664960466182
Compatibility for Aries ARIES+SAGITTARIUS Overall 90% Career/Work 94% Sex life 85% Marriage 91% Friendship 88%,other,strong,9.805084746,0.6177,115700,3394,136,107,15,11-26,en,Entertainment,Movie Recommendation Tools,2022,futurio_app,https://www.tiktok.com/@futurio_app/video/7084989011764301098
Panic please this breath for panic >>,other,strong,9.795918367,0.6176,1200000,85600,292,716,7,6-10,en,Health & Fitness,Meditation & Mindfulness,2022,breathwrk,https://www.tiktok.com/@breathwrk/video/7142298612070993198
"""Epitome"" /e.Pi.de.mee/ [əˈpɪtəmi]",other,strong,9.794812234,0.6176,25300,614,14,47,3,3-5,ku,Education,Language Learning,2023,boldvoiceapp,https://www.tiktok.com/@boldvoiceapp/video/7273546868074827051
Caught my sister using AI for her interview 😱,other,strong,9.794776119,0.6175,21000,164,4,42,9,6-10,en,Business,HR & Payroll,2024,finalroundai.com,https://www.tiktok.com/@finalroundai.com/video/7382245947096468767
Finally in my Youtuber era with REELSHOT😍 START YOUR YOUTUBER ERA WITH REELSHOT,other,strong,9.786600496,0.6174,1972,10,2,0,13,11-26,en,Photo & Video,Video Editing,2024,reelshot.app,https://www.tiktok.com/@reelshot.app/video/7364738280220282145
HELLO KITTY BULLET TRAIN This is everything you need to know to ride,other,strong,9.783183501,0.6173,18500,914,4,77,13,11-26,en,Travel,Itinerary Planning,2024,klook_usa,https://www.tiktok.com/@klook_usa/video/7358177899301866798
Calgarians can we please make a stampede survival guide in the comments? For all the east coasters who have never been 🙈,other,strong,9.781287971,0.6172,16100,164,50,5,22,11-26,en,Lifestyle,Dating Apps,2022,nudgedates,https://www.tiktok.com/@nudgedates/video/7112150817590791429
DJ Paws on the ones and twos!,other,strong,9.764075067,0.617,182100,216,3,5,7,6-10,en,Shopping,Cashback Platforms,2021,afterpayusa,https://www.tiktok.com/@afterpayusa/video/7039803263612423470
PLAYA CANINA Acceso durante todo el año,other,strong,9.75,0.6166,9594,236,9,43,7,6-10,es,Lifestyle,Pet Care,2024,friendog.app,https://www.tiktok.com/@friendog.app/video/7392345822232366369
