hook,intent,production,funnel,effort,is_template,usability,usability_band,archetype,tier,om,om_pct,views,words,word_band,lang,main_category,subcategory,year,username,permalink
PHOTO TIP!!,ENTERTAIN,TEXT_ON_BROLL,REACH,1,False,42.3,moderate,shock_statement,baseline,4.168996899,0.406,41000,2,0-2,en,Photo & Video,Photo Editing,2021,remini,https://www.tiktok.com/@remini/video/7003648136656784645
How my ex boyfriend became my husband,PROVOKE,TALKING_HEAD,REACH,2,False,42.2,moderate,question,strong,6.397764322,0.5256,6868,7,6-10,en,Lifestyle,Personal Journals,2024,tryknownwell,https://www.tiktok.com/@tryknownwell/photo/7428735502615858474
My friends and I seeing that the BeReal notification has arrived during the day instead of midnight for NYE like we all predicted,PROVE,TALKING_HEAD,CONVERT,2,False,42.2,moderate,comparative,strong,6.420545746,0.527,1200000,23,11-26,en,Social Networking,Video Communities,2024,bereal,https://www.tiktok.com/@bereal/video/7318794192715549985
Português Nurse Español Which language is the Odd One Out? Jobs Français Deutsch Italiano,PROVE,TEXT_ON_BROLL,CONVERT,1,False,42.2,moderate,authority,baseline,4.158940397,0.4046,62800,14,11-26,la,Education,Language Learning,2025,babbel,https://www.tiktok.com/@babbel/video/7459415722440019243
POV: you found an app that actually makes your photos look like film,RELATE,SCREEN_DEMO,REACH,3,False,42.2,moderate,pov_realism,strong,11.34597225,0.6431,78100,13,11-26,en,Photo & Video,Photo Editing,2023,epikapp,https://www.tiktok.com/@epikapp/video/7217644223573576961
This guy is living in 2033?,PROVOKE,TEXT_ON_BROLL,REACH,1,False,42.2,moderate,question,baseline,4.142061281,0.4033,1487,6,6-10,en,Productivity,Email Management,2024,friday_ai,https://www.tiktok.com/@friday_ai/video/7405143540604439813
How much do you save with the 52-week challenge?,PROVOKE,TEXT_ON_BROLL,REACH,1,False,42.2,moderate,question,baseline,4.14497272,0.4036,5318,9,6-10,en,Finance,Banking Apps,2024,plumapp,https://www.tiktok.com/@plumapp/video/7386631090510892321
Veto trade in walterpicks league?,PROVOKE,TEXT_ON_BROLL,REACH,1,False,42.2,moderate,question,baseline,4.145662848,0.4037,253300,5,3-5,en,Sports,Fantasy Leagues,2021,walterpicks,https://www.tiktok.com/@walterpicks/video/7024193429600996614
Reply to rachel_m's comment How can I make my photo sing with AI?,PROVOKE,TALKING_HEAD,REACH,2,False,42.2,moderate,question,strong,6.409495549,0.5262,5400,13,11-26,en,Photo & Video,Meme Creators,2024,app_revive,https://www.tiktok.com/@app_revive/video/7381853928004111622
remember when they put a trans,PROVOKE,TEXT_ON_BROLL,REACH,1,False,42.2,moderate,imperative,baseline,4.142857143,0.4034,11600000,6,6-10,en,Social Networking,Interest-Based Groups,2024,daterightstuff,https://www.tiktok.com/@daterightstuff/video/7328876018763140360
POV: you’re playing our drinking game app in a small Italian village with some limoncello,RELATE,SCREEN_DEMO,REACH,3,False,42.2,moderate,pov_realism,strong,11.340625,0.6429,3629,15,11-26,en,Games,Party Games,2023,woozepartygame,https://www.tiktok.com/@woozepartygame/video/7261251446539046171
La maladie dont on souffre?,PROVOKE,TEXT_ON_BROLL,REACH,1,False,42.2,moderate,question,baseline,4.148500981,0.4039,7403,5,3-5,fr,Books,Reading Trackers,2023,bindlyapp,https://www.tiktok.com/@bindlyapp/photo/7309432432153873696
Your choice?,PROVOKE,TEXT_ON_BROLL,REACH,1,False,42.2,moderate,question,baseline,4.146685472,0.4038,1470,2,0-2,en,Productivity,Habit Trackers,2023,screentime_app,https://www.tiktok.com/@screentime_app/video/7276809517361335584
"Hi, What can I get you today?",PROVOKE,TALKING_HEAD,REACH,2,False,42.1,moderate,question,strong,6.34591195,0.524,100900,7,6-10,en,Education,Language Learning,2024,fluentjoy_english,https://www.tiktok.com/@fluentjoy_english/video/7408413534368910610
When my friend starts talking about the huge sale going on at my favorite store but I’m on a budget and trying to not shop,SELL,TALKING_HEAD,CONVERT,2,False,42.1,moderate,pov_realism,strong,6.343419062,0.5239,4193,25,11-26,en,Shopping,E-commerce Marketplaces,2024,fashwire,https://www.tiktok.com/@fashwire/video/7345264485097033003
10 questions to ask your partner to create a healing relationship,TEACH,TEXT_ON_BROLL,NURTURE,1,False,42.1,moderate,listicle,baseline,4.132231405,0.4029,150000,11,11-26,en,Entertainment,Comedy Platforms,2024,flamingo.cards,https://www.tiktok.com/@flamingo.cards/photo/7396458046551051551
3 tips to keep your snake plant ALIVE,TEACH,TEXT_ON_BROLL,NURTURE,1,False,42.1,moderate,listicle,baseline,4.130193906,0.4027,1491,8,6-10,en,Shopping,E-commerce Marketplaces,2022,thepalmstreetapp,https://www.tiktok.com/@thepalmstreetapp/video/7049415000225762607
send this to someone...,ENTERTAIN,TEXT_ON_BROLL,REACH,1,False,42.1,moderate,reveal_tease,baseline,4.126902244,0.4023,1600000,4,3-5,en,Health & Fitness,Fitness Challenges,2024,gymshark,https://www.tiktok.com/@gymshark/photo/7341850287134510369
training till failure is easy...,ENTERTAIN,TEXT_ON_BROLL,REACH,1,False,42.1,moderate,reveal_tease,baseline,4.126902244,0.4023,1600000,5,3-5,en,Health & Fitness,Fitness Challenges,2024,gymshark,https://www.tiktok.com/@gymshark/photo/7349648988393573664
Phonics is not just decoding...,ENTERTAIN,TEXT_ON_BROLL,REACH,1,False,42.1,moderate,reveal_tease,baseline,4.124357657,0.4018,4013,5,3-5,en,Education,Early Childhood Learning,2024,_readingcom,https://www.tiktok.com/@_readingcom/video/7339926358136589611
@zebracat.ai 14.9K,PROVE,TEXT_ON_BROLL,CONVERT,1,False,42.1,moderate,outcome_proof,baseline,4.117870722,0.4015,2166,2,0-2,en,Photo & Video,Video Editing,2024,zebracat.ai,https://www.tiktok.com/@zebracat.ai/video/7427621342679158048
When your kid finally starts reading on their own and you realize you can finally catch up on your own book pile.,RELATE,SKIT_OR_POV,REACH,3,False,42.1,moderate,pov_realism,strong,11.2024666,0.6404,10900,22,11-26,en,Education,Early Childhood Learning,2023,_readingcom,https://www.tiktok.com/@_readingcom/video/7292565983783406890
Here are 4 reasons why How to sell digital products online,TEACH,SCREEN_DEMO,NURTURE,3,False,42.1,moderate,listicle,strong,11.17647059,0.6401,5225,11,11-26,en,Business,Small Business Tools,2023,teachable.com,https://www.tiktok.com/@teachable.com/video/7187101769724333358
casual vs. cool,PROVE,TEXT_ON_BROLL,CONVERT,1,False,42.1,moderate,comparative,baseline,4.12962963,0.4027,245300,3,3-5,en,Shopping,Flash Deals,2022,klarna,https://www.tiktok.com/@klarna/video/7174519880472022318
Did you know that iPhone use deepfake on our faces? 😱,PROVOKE,TALKING_HEAD,REACH,2,False,42.1,moderate,question,strong,6.347972973,0.5241,187900,11,11-26,en,Photo & Video,Video Editing,2022,synthesia.ai,https://www.tiktok.com/@synthesia.ai/video/7153676800982355206
Reply to the:chaotic.luna's comment! May I ask why selling my data about my period matters? What are they doing with the info?,PROVOKE,TALKING_HEAD,REACH,2,False,42.1,moderate,question,strong,6.381814867,0.525,52500,22,11-26,en,Health & Fitness,Menstrual Cycle Trackers,2022,stardust.app,https://www.tiktok.com/@stardust.app/video/7102501620516244782
"""ለዚያ እና የጎበለ አንድ ማን ይገኙ ነው? A) አንድ B) የጎበለ C) አንድ የጎበለ""",RELATE,SKIT_OR_POV,REACH,3,False,42.1,moderate,quote_dialogue,strong,11.1559633,0.6396,30400,14,11-26,am,Games,Puzzles & Brain Teasers,2023,familygameapp,https://www.tiktok.com/@familygameapp/video/7282709754475023622
I know I'm flexing 😑 You're doing it the opposite...,ENTERTAIN,TALKING_HEAD,REACH,2,False,42.1,moderate,reveal_tease,strong,6.342391304,0.5238,116700,10,6-10,en,Education,Language Learning,2024,teuidaapp,https://www.tiktok.com/@teuidaapp/video/7321507891993709825
"""I'm breaking up with you""",RELATE,SKIT_OR_POV,REACH,3,False,42.1,moderate,quote_dialogue,strong,11.25052279,0.6414,53800,5,3-5,en,Social Networking,Friend Finders,2023,boo_app,https://www.tiktok.com/@boo_app/video/7192282556962819371
the person that sent you this...,ENTERTAIN,TEXT_ON_BROLL,REACH,1,False,42.1,moderate,reveal_tease,baseline,4.126902244,0.4023,1600000,6,6-10,en,Health & Fitness,Fitness Challenges,2025,gymshark,https://www.tiktok.com/@gymshark/photo/7460231254185708833
Remaking Video Game Recipes: Part 3 Wildberry Crepe from Breath of the Wild,ENTERTAIN,TEXT_ON_BROLL,REACH,1,False,42.0,moderate,shock_statement,baseline,4.117810503,0.4014,7410,13,11-26,en,Health & Fitness,Diet & Nutrition,2024,lifesum,https://www.tiktok.com/@lifesum/video/7366230518691548448
4 years of college and I just found this.. BRUH,PROVE,TALKING_HEAD,CONVERT,2,False,42.0,moderate,listicle,strong,6.296938186,0.522,10900,10,6-10,en,Education,AI Study Tools,2024,turbolearnai6,https://www.tiktok.com/@turbolearnai6/video/7429957678862028050
When you realize you could have been earning 4.4% APY with Robinhood Gold on your uninvested cash,RELATE,SKIT_OR_POV,REACH,3,False,42.0,moderate,pov_realism,strong,11.01639344,0.6376,268800,17,11-26,en,Finance,Stock Market Analysis,2023,robinhoodapp,https://www.tiktok.com/@robinhoodapp/video/7214157637108370734
WHOS GETTING FIRST LISTEN ON FRIDAY?,PROVOKE,TEXT_ON_BROLL,REACH,1,False,42.0,moderate,question,baseline,4.115107914,0.4014,57200,6,6-10,es,Music,Concert Finder,2023,beepr_app,https://www.tiktok.com/@beepr_app/video/7228666682443795758
What happens when you DON'T PAY SPEEDING TICKETS?,PROVOKE,TEXT_ON_BROLL,REACH,1,False,42.0,moderate,question,baseline,4.106714628,0.4008,13700,8,6-10,en,Finance,Financial Literacy Tools,2023,cambiomoney,https://www.tiktok.com/@cambiomoney/video/7314803177453341995
Did you know that you can change your brain's chemistry?,PROVOKE,TEXT_ON_BROLL,REACH,1,False,42.0,moderate,question,baseline,4.095317726,0.3999,2449,10,6-10,en,Health & Fitness,Meditation & Mindfulness,2024,affirmationai,https://www.tiktok.com/@affirmationai/video/7372758677654228267
Imagine if you could take unlimited BeReals every day instead of just one!,PROVE,TEXT_ON_BROLL,CONVERT,1,False,42.0,moderate,comparative,baseline,4.101037438,0.4005,9092,13,11-26,en,Navigation,GPS & Maps,2023,superlocalapp,https://www.tiktok.com/@superlocalapp/video/7187098260404718890
"""Have You Used It In-Store?""",RELATE,SKIT_OR_POV,REACH,3,False,42.0,moderate,quote_dialogue,strong,11.04021448,0.638,205900,5,3-5,en,Shopping,Cashback Platforms,2021,afterpayusa,https://www.tiktok.com/@afterpayusa/video/6994885913939627270
how i practice: choose your practice method,PROVE,TALKING_HEAD,CONVERT,2,False,42.0,moderate,outcome_proof,strong,6.299459459,0.5221,5827,7,6-10,en,Music,Music Learning Tools,2023,tonicmusicapp,https://www.tiktok.com/@tonicmusicapp/video/7302984959088708896
2024 POV: you tried AI to get fit while saving time and money,TEACH,TEXT_ON_BROLL,NURTURE,1,False,42.0,moderate,listicle,baseline,4.113245703,0.4013,2034,13,11-26,en,Health & Fitness,Diet & Nutrition,2024,fitsenpaiapp,https://www.tiktok.com/@fitsenpaiapp/video/7437646622642801938
Asking AI ...,ENTERTAIN,TEXT_ON_BROLL,REACH,1,False,42.0,moderate,reveal_tease,baseline,4.107883817,0.401,49500,3,3-5,en,Photo & Video,Photo Editing,2022,dawnaiapp,https://www.tiktok.com/@dawnaiapp/video/7177395345322675462
Salary Stories £22k → £66k 34 yr old Marketing Solutions Engineer Buckinghamshire From £22k to £66k in 7 years,PROVE,TEXT_ON_BROLL,CONVERT,1,False,42.0,moderate,outcome_proof,baseline,4.107088531,0.4008,13500,19,11-26,en,Finance,Financial Literacy Tools,2022,yourjunomoney,https://www.tiktok.com/@yourjunomoney/video/7119934524691090693
Meet the Sugar Pink Essentials!,PROVOKE,TEXT_ON_BROLL,REACH,1,False,42.0,moderate,imperative,baseline,4.099620785,0.4003,2000000,5,3-5,en,Entertainment,Interactive Story Games,2024,tocaboca,https://www.tiktok.com/@tocaboca/video/7444540572536261920
Save this for Coachella Makeup,PROVOKE,TEXT_ON_BROLL,REACH,1,False,42.0,moderate,imperative,baseline,4.100568692,0.4004,13700,5,3-5,en,Photo & Video,Photo Editing,2023,glowupapp,https://www.tiktok.com/@glowupapp/video/7223982694017862913
is he proposing or did he just fly me to NYC?,PROVOKE,TALKING_HEAD,REACH,2,False,42.0,moderate,question,strong,6.316136114,0.5229,2877,11,11-26,en,Games,Simulation Games,2024,pengu.memes,https://www.tiktok.com/@pengu.memes/video/7356947211634101546
"Stop saying ""I have to go!"" Let me give you 5 informal alternatives to use with your friends",PROVOKE,SKIT_OR_POV,REACH,3,False,41.9,moderate,imperative,strong,10.88050314,0.6358,173000,18,11-26,en,Education,Language Learning,2024,fluentjoy_english,https://www.tiktok.com/@fluentjoy_english/video/7376598145070812417
Use your face as a canvas? Colorful graffiti makeup,PROVOKE,TEXT_ON_BROLL,REACH,1,False,41.9,moderate,imperative,baseline,4.086976637,0.3991,8834,9,6-10,en,Photo & Video,Photo Editing,2024,hypic_global,https://www.tiktok.com/@hypic_global/video/7386884426136849694
YOU!,PROVOKE,TEXT_ON_BROLL,REACH,1,False,41.9,moderate,direct_address,baseline,4.076923077,0.398,2438,1,0-2,en,Health & Fitness,Meditation & Mindfulness,2024,affirmationai,https://www.tiktok.com/@affirmationai/video/7350539801730305326
How I cook Teach me something about Why you're still sing Part 2042,PROVE,TALKING_HEAD,CONVERT,2,False,41.9,moderate,outcome_proof,strong,6.262689364,0.5206,40100,13,11-26,en,Social Networking,Video Communities,2024,swayai.app,https://www.tiktok.com/@swayai.app/video/7416612466853006622
How many calories walking burns,PROVOKE,TEXT_ON_BROLL,REACH,1,False,41.9,moderate,question,baseline,4.087679516,0.3991,2704,5,3-5,en,Health & Fitness,Diet & Nutrition,2024,mynetdiaryapp,https://www.tiktok.com/@mynetdiaryapp/video/7430916894456139051
MOVE?,PROVOKE,TEXT_ON_BROLL,REACH,1,False,41.9,moderate,question,baseline,4.086124402,0.3988,85400,1,0-2,en,Lifestyle,Motivation,2024,spotahome,https://www.tiktok.com/@spotahome/video/7400698948421307680
Exam dah dekat.. macam mana nak score A??,PROVOKE,TEXT_ON_BROLL,REACH,1,False,41.9,moderate,question,baseline,4.08477842,0.3987,6360,8,6-10,ms,Education,Exam Preparation,2023,pandaiofficial,https://www.tiktok.com/@pandaiofficial/video/7301566013303459079
What the Partiful invite for each member of the TikTok Rizz Party would look like,PROVOKE,TEXT_ON_BROLL,REACH,1,False,41.9,moderate,question,baseline,4.078039927,0.3981,224700,15,11-26,en,Photo & Video,Story Templates,2024,partiful.app,https://www.tiktok.com/@partiful.app/video/7358964109506972974
Are hostels like the movie? 😳,PROVOKE,TEXT_ON_BROLL,REACH,1,False,41.9,moderate,question,baseline,4.076246334,0.3979,27800,6,6-10,en,Travel,Adventure Travel,2021,hostelworld,https://www.tiktok.com/@hostelworld/video/7026343954400496902
When you go to checkout and they don't have Afterpay,RELATE,SKIT_OR_POV,REACH,3,False,41.9,moderate,pov_realism,strong,10.92761394,0.6365,203800,10,6-10,en,Shopping,Cashback Platforms,2022,afterpayusa,https://www.tiktok.com/@afterpayusa/video/7063465769857748270
How to get a year of full access to Boop Kids for free,TEACH,SCREEN_DEMO,NURTURE,3,True,41.9,moderate,demonstration,baseline,2.35335689,0.1907,33300,13,11-26,en,Kids,Creative Tools,2023,boopkids.app,https://www.tiktok.com/@boopkids.app/video/7254885779241979142
Retry to Mary_m's comments How to take it away!? How to remove the double chin,TEACH,SCREEN_DEMO,NURTURE,3,False,41.9,moderate,demonstration,strong,10.93569503,0.6366,14200,15,11-26,en,Health & Fitness,Yoga & Pilates,2023,luvly.app,https://www.tiktok.com/@luvly.app/video/7205799942890245381
Best Time to See Mt. Fuji? January & February – The Clearest Skies of the Year!,TEACH,TEXT_ON_BROLL,NURTURE,1,False,41.9,moderate,listicle,baseline,4.0867266,0.3989,7728,16,11-26,en,Travel,Itinerary Planning,2025,klook_usa,https://www.tiktok.com/@klook_usa/video/7458468646646484254
Will you come to the party? I have another commitment.,PROVOKE,TALKING_HEAD,REACH,2,False,41.9,moderate,question,strong,6.252735572,0.5203,50000,10,6-10,en,Education,Language Learning,2024,fluentjoy_app,https://www.tiktok.com/@fluentjoy_app/video/7423570018488618273
What I want to bake this fall,PROVOKE,TALKING_HEAD,REACH,2,False,41.9,moderate,question,strong,6.275976725,0.5211,30200,7,6-10,en,Lifestyle,Mindfulness & Self-Care,2024,lemon8_us,https://www.tiktok.com/@lemon8_us/photo/7405053523865439531
"""Omg, you changed so much""",RELATE,SKIT_OR_POV,REACH,3,False,41.9,moderate,quote_dialogue,strong,10.9002849,0.6363,3826,5,3-5,en,Health & Fitness,Fitness Challenges,2024,riseapp.66,https://www.tiktok.com/@riseapp.66/photo/7424112035505458464
"""When you speak Korean in Korea and this time they actually respond in Korean back""",RELATE,SKIT_OR_POV,REACH,3,False,41.9,moderate,quote_dialogue,strong,10.88586957,0.636,200300,15,11-26,en,Education,Language Learning,2024,teuidaapp,https://www.tiktok.com/@teuidaapp/video/7324851457398787330
✨How to compare the research papers side-by-side efficiently✨,TEACH,SCREEN_DEMO,NURTURE,3,False,41.9,moderate,demonstration,strong,10.969163,0.6368,2490,8,6-10,en,Education,AI Study Tools,2023,scispace_official,https://www.tiktok.com/@scispace_official/video/7317610058991389994
What's that 4th Camera?,PROVOKE,TEXT_ON_BROLL,REACH,1,False,41.9,moderate,question,baseline,4.090267983,0.3993,20300,4,3-5,en,Photo & Video,Camera Tools,2022,polycam3d,https://www.tiktok.com/@polycam3d/video/7135575963806600490
The rest of the months are for bars...,ENTERTAIN,TEXT_ON_BROLL,REACH,1,False,41.9,moderate,reveal_tease,baseline,4.084233261,0.3986,1891,8,6-10,en,Food & Drink,Cooking Tutorials,2024,sizzleapp,https://www.tiktok.com/@sizzleapp/photo/7416856367299874090
"Would you like to go shopping with me? Sure, I'd love to! When do you want to go?",PROVOKE,TALKING_HEAD,REACH,2,False,41.8,moderate,question,strong,6.201257862,0.5184,98600,18,11-26,en,Education,Language Learning,2024,fluentjoy_english,https://www.tiktok.com/@fluentjoy_english/video/7452616850661264648
Karma is the....,ENTERTAIN,TEXT_ON_BROLL,REACH,1,False,41.8,moderate,reveal_tease,baseline,4.063047285,0.3965,11600,3,3-5,en,Shopping,E-commerce Marketplaces,2024,lemondropshop,https://www.tiktok.com/@lemondropshop/video/7395211655422020910
